Ticker,Price,EPS,Book Value,Dividend per Share,Net Income,Shareholder Equity,Current Liabilities,EBIT,Total Assets,Total Liabilities,Revenue,Operating Income,Free Cash Flow
LANCORHOL.NS,21.01000022888184,0.64,26.33,0.2,46709000.0,1956940000.0,1295097000.0,304406000.0,4211271000.0,2254331000.0,1903008000.0,285908000.0,-743185000.0
LANDMARK.NS,544.4000244140625,4.76,132.482,0.5,159320000.0,5540860000.0,9381830000.0,993450000.0,18893360000.0,13308900000.0,40254980000.0,906980000.0,146760000.0
LAOPALA.NS,259.3500061035156,8.69,74.268,7.5,965852000.0,8243712000.0,337055000.0,1377083000.0,9011541000.0,767829000.0,3318638000.0,899744000.0,971479000.0
LASA.NS,9.020000457763672,-2.95,16.695,0.0,-147575000.0,837133000.0,171545000.0,-166907000.0,1015320000.0,178187000.0,1424481000.0,-60338000.0,-28237000.0
LATENTVIEW.NS,407.8500061035156,8.98,72.65,0.0,1741830000.0,15000140000.0,1326860000.0,2350800000.0,17886340000.0,2516410000.0,8478430000.0,1675380000.0,1142800000.0
LATTEYS.NS,19.64999961853028,0.31,3.712,0.0,18069000.0,202876000.0,239566000.0,41499000.0,462622000.0,259714000.0,802683000.0,38300000.0,95056000.0
LAURUSLABS.NS,883.9000244140625,9.44,82.94,1.6,3583200000.0,44725600000.0,35397200000.0,6908800000.0,93355700000.0,47330500000.0,55078600000.0,6251800000.0,-393500000.0
LAXMICOT.NS,26.229999542236328,-2.81,36.618,0.0,4624000.0,627911000.0,502794000.0,-3454000.0,1193516000.0,565605000.0,1504156000.0,-3454000.0,-29383000.0
LAXMIDENTL.NS,346.95001220703125,4.26,38.474,0.0,317710000.0,2085370000.0,567040000.0,372190000.0,2846650000.0,759640000.0,2365630000.0,268540000.0,277540000.0
LAXMIINDIA.NS,139.64999389648438,6.89,80.94,0.0,360050000.0,2578930000.0,4232070000.0,476620000.0,14125210000.0,11546280000.0,2229980000.0,487720000.0,-3149220000.0
LCCINFOTEC.NS,5.039999961853027,-2.96,0.053,0.0,-533266000.0,24672000.0,39564000.0,-532981000.0,66451000.0,41777000.0,17632000.0,-7529000.0,-1454000.0
LEMONTREE.NS,148.8000030517578,2.71,14.694,0.0,1965811000.0,11635178000.0,3440905000.0,5074593000.0,40817866000.0,22921852000.0,12860777000.0,4948265000.0,4457933000.0
LEXUS.NS,31.38999938964844,-6.86,2.161,0.0,-165794000.0,93187000.0,622759000.0,-112027000.0,1207164000.0,1113977000.0,1146514000.0,-135392000.0,111859000.0
LFIC.NS,214.97999572753903,11.93,196.166,2.5,35798000.0,588498000.0,435000.0,24716000.0,614319000.0,25821000.0,71654000.0,19179000.0,-33028981.0
LGBBROSLTD.NS,1234.0,95.68,597.16,20.0,3021050000.0,19044890000.0,5735304000.0,4015709000.0,25698198000.0,6627843000.0,24193739000.0,3261918000.0,-118328000.0
LGHL.NS,703.2000122070312,6.97,31.153,0.0,94785000.0,454382000.0,201160000.0,172287000.0,1079127000.0,624745000.0,2019337000.0,171234000.0,-86888000.0
LIBAS.NS,12.479999542236328,3.45,24.407,0.0,52122000.0,784543000.0,189423000.0,61333000.0,988347000.0,203804000.0,742852000.0,-6070000.0,-41571000.0
LIBERTSHOE.NS,313.70001220703125,7.14,129.003,0.0,135612000.0,2225561000.0,1621598000.0,340326000.0,4966332000.0,2740771000.0,6754805000.0,364295000.0,744989000.0
LIKHITHA.NS,259.6499938964844,16.76,94.56,1.5,693273000.0,3729463000.0,504165000.0,947714000.0,4257882000.0,515789000.0,5200860000.0,895942000.0,-31930000.0
LINC.NS,123.79000091552734,6.3,39.528,1.25,342073000.0,2043969000.0,784489000.0,485027000.0,3096195000.0,1037677000.0,5038009000.0,419858000.0,95552000.0
LINCOLN.NS,560.9500122070312,43.11,335.399,1.8,823464000.0,6716686000.0,1062158000.0,1110714000.0,7970059000.0,1253373000.0,6232301000.0,885943000.0,737713000.0
LINDEINDIA.NS,6417.5,52.42,447.907,4.5,4548450000.0,38199440000.0,10264510000.0,6261320000.0,51427440000.0,13228000000.0,24852220000.0,5486480000.0,-7469290000.0
LLOYDSENGG.NS,69.58000183105469,0.87,5.56,0.25,1031395000.0,6479895000.0,2825351000.0,1490400000.0,9907092000.0,3249830000.0,8409002000.0,1259292000.0,914092000.0
LLOYDSENT.NS,76.04000091552734,2.09,19.294,0.2,570875000.0,24544182000.0,6851867000.0,1899995000.0,42574334000.0,12367754000.0,14882897000.0,1073588000.0,753110000.0
LLOYDSME.NS,1397.199951171875,26.48,122.355,1.0,14499300000.0,64021200000.0,21142200000.0,19217300000.0,94169000000.0,30147800000.0,66280100000.0,18717500000.0,-24935000000.0
LMW.NS,15095.0,97.22,2599.85,30.0,1026100000.0,27774200000.0,10060100000.0,293600000.0,40078900000.0,12304700000.0,29088500000.0,293600000.0,-1010800000.0
LODHA.NS,1257.800048828125,29.68,202.27,4.25,27643000000.0,201778000000.0,278159000000.0,41923000000.0,498406000000.0,295958000000.0,136701000000.0,38320000000.0,10914000000.0
LOKESHMACH.NS,206.25,0.28,109.983,0.0,5368000.0,2128197000.0,1478401000.0,160693000.0,4278652000.0,2150455000.0,2283216000.0,145962000.0,-164371000.0
LORDSCHLO.NS,197.8800048828125,5.52,71.893,0.0,61806000.0,1816741000.0,360940000.0,138689000.0,3758848000.0,1942107000.0,2702223000.0,122765000.0,-1180625000.0
LOTUSDEV.NS,186.1999969482422,4.65,21.391,0.0,2274120000.0,9324360000.0,2340490000.0,3067090000.0,12186010000.0,2847760000.0,5496820000.0,2874320000.0,-207390000.0
LOTUSEYE.NS,85.91000366210938,0.36,28.538,0.0,7393000.0,600003000.0,74246000.0,17376000.0,695737000.0,95734000.0,495625000.0,4265000.0,-21281000.0
LOVABLE.NS,93.95999908447266,1.21,120.259,0.0,17865000.0,1779840000.0,215458000.0,-35186000.0,2108229000.0,328389000.0,421933000.0,-134739000.0,52099000.0
LOYALTEX.NS,315.79998779296875,-106.39,558.315,0.0,-512400000.0,2689400000.0,5715500000.0,-286000000.0,8416500000.0,5727100000.0,6821500000.0,-1125900000.0,1479800000.0
LPDC.NS,7.980000019073486,-0.28,2.979,0.0,-37215000.0,399655000.0,3628000.0,-41578000.0,403751000.0,4096000.0,11730000.0,-41578000.0,-3720000.0
LT.NS,3613.0,115.23,710.123,34.0,150371100000.0,976556000000.0,2019709000000.0,269096300000.0,3795241000000.0,2641204200000.0,2542086500000.0,265123900000.0,47418800000.0
LTFOODS.NS,454.4500122070313,17.85,110.915,3.0,6053404000.0,38536520000.0,29494862000.0,9096756000.0,74226938000.0,35690418000.0,86814663000.0,7925827000.0,2234490000.0
LTIM.NS,5111.0,159.3,765.612,65.0,45987000000.0,226983000000.0,59659000000.0,64931000000.0,306300000000.0,79185000000.0,380081000000.0,55034000000.0,35962000000.0
LTTS.NS,4173.2001953125,119.43,574.237,55.0,12667000000.0,60800000000.0,29900000000.0,17972000000.0,96435000000.0,35460000000.0,106701000000.0,16083000000.0,13695000000.0
LUMAXIND.NS,3681.10009765625,151.77,828.312,35.0,1399087000.0,7742839000.0,16354255000.0,2500410000.0,28609770000.0,20866931000.0,33546594000.0,1714392000.0,-1124548000.0
LUMAXTECH.NS,1134.300048828125,27.51,137.135,5.5,1777690000.0,9346803000.0,14203343000.0,3871759000.0,32391200000.0,19459102000.0,34396354000.0,3471814000.0,1102150000.0
LUPIN.NS,1968.5999755859373,80.7,376.803,12.0,32816200000.0,172035000000.0,89613900000.0,42855300000.0,292048800000.0,119105300000.0,221921100000.0,43452200000.0,13175100000.0
LUXIND.NS,1346.5999755859375,51.53,575.341,2.0,1653100000.0,17303400000.0,8057900000.0,2415300000.0,25637100000.0,8489200000.0,25702500000.0,2116900000.0,-1173200000.0
LXCHEM.NS,226.259994506836,3.6,68.827,0.5,1135040000.0,19066750000.0,10524220000.0,1807760000.0,30445830000.0,11375670000.0,29770320000.0,1746620000.0,-2861520000.0
LYKALABS.NS,99.88999938964844,2.11,29.014,0.0,80120000.0,1035502000.0,466312000.0,132122000.0,1762060000.0,726241000.0,1335644000.0,111888000.0,-137554000.0
LYPSAGEMS.NS,6.989999771118164,-5.15,5.591,0.0,-151747000.0,164907000.0,486837000.0,-151932000.0,654945000.0,490038000.0,166876000.0,-151932000.0,-68393000.0
M&M.NS,3354.0,122.13,690.119,25.3,129291000000.0,770388600000.0,903220100000.0,279334100000.0,2775862700000.0,1884882700000.0,1556452600000.0,245772500000.0,-72161400000.0
MAANALU.NS,107.29000091552734,2.88,33.061,0.0,155100000.0,1784400000.0,1044000000.0,249000000.0,2996300000.0,1211900000.0,8101700000.0,195700000.0,-556100000.0
MACPOWER.NS,799.9000244140625,25.4,142.728,1.5,254417000.0,1428242000.0,698873000.0,351941000.0,2180556000.0,752314000.0,2618150000.0,356056000.0,-89987000.0
MADHAV.NS,45.0,-0.76,139.683,0.0,-6798000.0,1243176000.0,156203000.0,3065000.0,1390789000.0,208269000.0,310574000.0,-26603000.0,17571463.0
MADHUCON.NS,6.25,-64.4,-199.023,0.0,-4752050000.0,-14680320000.0,35678708000.0,-4787578000.0,36120453000.0,56172000000.0,6765613000.0,-8134374000.0,-4020900000.0
MADRASFERT.NS,89.9800033569336,3.99,-2.008,0.0,642500000.0,-323000000.0,21377300000.0,1547400000.0,22333500000.0,22656500000.0,25418500000.0,1107800000.0,1030000000.0
MAGADSUGAR.NS,533.4500122070312,69.73,591.805,12.5,1094461000.0,8339498000.0,6226777000.0,1862440000.0,16889845000.0,8550347000.0,12917989000.0,1866528000.0,-130665000.0
MAGNUM.NS,22.76000022888184,1.45,101.813,0.0,94958000.0,6953774000.0,832492000.0,319474000.0,11489211000.0,4535437000.0,3957506000.0,311244000.0,-600536000.0
MAHAPEXLTD.NS,103.9499969482422,13.95,330.612,0.0,196596000.0,4658367000.0,772716000.0,-14869000.0,5431185000.0,772717000.0,13609000.0,-14869000.0,-52044000.0
MAHASTEEL.NS,354.54998779296875,5.16,90.649,0.0,76007000.0,1489817000.0,788627000.0,139394000.0,2441014000.0,951197000.0,8017643000.0,108493000.0,-3350000.0
MAHEPC.NS,154.27000427246094,3.87,61.863,0.0,72100000.0,1726100000.0,1181000000.0,129900000.0,2915300000.0,1189200000.0,2724200000.0,106600000.0,-63500000.0
MAHESHWARI.NS,59.52999877929688,6.13,67.221,0.0,181431000.0,1988936000.0,2986189000.0,574703000.0,6134390000.0,4124028000.0,9731488000.0,525661000.0,263266000.0
MAHLIFE.NS,353.25,5.81,122.14,2.8,612921000.0,18961007000.0,35905955000.0,898778000.0,64207715000.0,45244961000.0,3722721000.0,-1875966000.0,-5566331000.0
MAHLOG.NS,328.1000061035156,-4.74,60.706,2.28,-358500000.0,4378800000.0,13720200000.0,735400000.0,25801500000.0,21259200000.0,61048300000.0,658700000.0,1622800000.0
MAHSCOOTER.NS,16009.0,211.33,27005.012,140.0,2143500000.0,308628600000.0,212400000.0,1699600000.0,345875000000.0,37246400000.0,1828600000.0,1699600000.0,1587600000.0
MAHSEAMLES.NS,677.1500244140625,65.54,473.059,10.0,7774600000.0,63399400000.0,2713300000.0,10029600000.0,70332900000.0,6933500000.0,52686700000.0,8193300000.0,5864200000.0
MAITHANALL.NS,1102.5999755859375,243.78,1286.87,22.0,6301800000.0,37460800000.0,8476900000.0,8740700000.0,48489400000.0,10937700000.0,18056100000.0,1531300000.0,196000000.0
MALLCOM.NS,1237.5999755859375,94.11,478.633,3.0,574349000.0,2986390000.0,1890981000.0,801749000.0,4927683000.0,1941293000.0,4867763000.0,512685000.0,-769674000.0
MALUPAPER.NS,37.97999954223633,-7.11,-3.354,0.0,-121317000.0,-57216000.0,1681447000.0,-57102000.0,1723586000.0,1780802000.0,2778882000.0,-57102000.0,13718000.0
MAMATA.NS,417.75,17.53,69.556,0.0,407530000.0,1711570000.0,842380000.0,561760000.0,2591430000.0,879860000.0,2545780000.0,513280000.0,705900000.0
MANAKALUCO.NS,30.61000061035156,1.05,20.325,0.07,60458000.0,1353304000.0,3235624000.0,355941000.0,5042564000.0,3689260000.0,5091475000.0,345775000.0,-306875000.0
MANAKCOAT.NS,144.47999572753906,3.08,30.626,0.05,153882000.0,2266951000.0,3345595000.0,538847000.0,6460133000.0,4193182000.0,7816276000.0,446458000.0,82624000.0
MANAKSIA.NS,69.4000015258789,8.23,87.532,0.0,559768000.0,5722073000.0,1032206000.0,964524000.0,7136433000.0,1183009000.0,7310483000.0,486402000.0,-2876025000.0
MANAKSTEEL.NS,59.380001068115234,2.23,44.259,0.0,97498000.0,2893633000.0,2372823000.0,204722000.0,5365258000.0,2471625000.0,6342570000.0,86672000.0,-573670000.0
MANALIPETC.NS,66.81999969482422,1.77,63.784,0.5,293100000.0,10944500000.0,2088500000.0,525000000.0,14025100000.0,3080600000.0,8971200000.0,312000000.0,-1197100000.0
MANBA.NS,138.83999633789062,8.44,73.554,0.5,378025000.0,3688992000.0,29156000.0,670253000.0,14659769000.0,10970777000.0,2369310000.0,670253000.0,-3261695000.0
MANCREDIT.NS,184.42999267578125,6.16,71.924,0.75,130676000.0,1407113000.0,57424000.0,192660000.0,3494021000.0,2086908000.0,495762000.0,192660000.0,-501685000.0
MANGALAM.NS,82.0999984741211,-6.17,100.323,0.0,67207000.0,1489790000.0,1915994000.0,197184000.0,3664217000.0,2174427000.0,3175760000.0,192158000.0,223929000.0
MANGCHEFER.NS,348.3500061035156,13.64,89.656,1.5,1437127000.0,10646817000.0,8964768000.0,2824427000.0,23325262000.0,12678445000.0,33318959000.0,2457953000.0,1823562000.0
MANGLMCEM.NS,738.4000244140625,21.92,309.806,1.5,450631000.0,8518833000.0,8976454000.0,1142879000.0,21662273000.0,13143440000.0,16799104000.0,853787000.0,622273000.0
MANINDS.NS,401.6499938964844,24.09,215.795,0.0,1531700000.0,16072700000.0,19849400000.0,3079800000.0,37791500000.0,21718800000.0,35053500000.0,2561600000.0,-863300000.0
MANINFRA.NS,158.5399932861328,6.98,46.989,0.9,2827185000.0,17634452000.0,3174050000.0,4083850000.0,21774404000.0,3334445000.0,10995908000.0,3168440000.0,1299681000.0
MANKIND.NS,2492.199951171875,46.48,347.386,2.0,19909600000.0,143323900000.0,56635600000.0,29372200000.0,277595300000.0,131913500000.0,122074400000.0,25158300000.0,18826200000.0
MANOMAY.NS,164.3699951171875,10.68,81.891,0.0,192527000.0,1481790000.0,2772733000.0,576751000.0,6179625000.0,4697835000.0,6969173000.0,561884000.0,-169853000.0
MANORAMA.NS,1408.800048828125,23.9,77.153,0.6,1097896000.0,4597219000.0,4736187000.0,1830276000.0,9833219000.0,5236000000.0,7670930000.0,1646039000.0,-887213000.0
MANORG.NS,607.5,26.9,339.827,0.0,125972000.0,2932104000.0,2915452000.0,380963000.0,6236015000.0,3303911000.0,5300090000.0,377622000.0,-751151000.0
MANUGRAPH.NS,23.0,-8.78,17.57,0.0,-266931000.0,532750000.0,676494000.0,-241885000.0,1421643000.0,888893000.0,593482000.0,-131223000.0,1962000.0
MANYAVAR.NS,763.75,16.32,73.498,8.0,3884720000.0,17863100000.0,4003480000.0,5747040000.0,27465750000.0,9602650000.0,13864830000.0,4895470000.0,3854860000.0
MAPMYINDIA.NS,1782.5999755859375,28.52,145.303,3.5,1471900000.0,7907400000.0,1353700000.0,2085400000.0,9417500000.0,1500500000.0,4632500000.0,1628100000.0,637700000.0
MARALOVER.NS,59.88999938964844,-7.31,28.406,0.0,-242000000.0,1088900000.0,3985700000.0,110500000.0,7321300000.0,6232400000.0,10470300000.0,-115200000.0,436500000.0
MARATHON.NS,634.1500244140625,41.66,231.794,1.0,1865502000.0,11869756000.0,5082286000.0,2666570000.0,20974626000.0,8948362000.0,5801353000.0,1703846000.0,-286532000.0
MARICO.NS,727.9500122070312,12.9,30.72,10.5,16290000000.0,39750000000.0,24610000000.0,21510000000.0,83380000000.0,40720000000.0,107330000000.0,19640000000.0,12020000000.0
MARINE.NS,174.5500030517578,2.81,29.261,0.3,384322000.0,4037291000.0,2860375000.0,664890000.0,7246640000.0,3165936000.0,7670953000.0,531401000.0,336860000.0
MARKSANS.NS,184.27999877929688,7.74,54.438,0.8,3805750000.0,24669120000.0,4773390000.0,5156270000.0,32396320000.0,7502500000.0,26144450000.0,4557200000.0,337450000.0
MARUTI.NS,14250.0,462.84,3061.094,135.0,145002000000.0,962399000000.0,305705000000.0,198142000000.0,1319718000000.0,357319000000.0,1451099000000.0,145481000000.0,54956000000.0
MASFIN.NS,313.3500061035156,17.98,143.944,1.7,3106000000.0,26090300000.0,611700000.0,3922600000.0,121990100000.0,95485400000.0,14430200000.0,3922600000.0,-11630200000.0
MASKINVEST.NS,146.35000610351562,-0.55,417.211,0.0,210000.0,1544628000.0,9987000.0,451000.0,1554646000.0,10018000.0,7426000.0,447000.0,-6195000.0
MASTEK.NS,2538.60009765625,127.17,795.844,19.0,3759300000.0,24623400000.0,9384500000.0,5012200000.0,38629300000.0,14005900000.0,34552300000.0,4713300000.0,3750100000.0
MASTERTR.NS,163.74000549316406,10.4,57.196,0.0,1312400000.0,6382500000.0,9330700000.0,2393500000.0,19528800000.0,13129900000.0,5838400000.0,2392500000.0,-405600000.0
MATRIMONY.NS,506.8999938964844,18.17,112.037,5.0,452800000.0,2415900000.0,1827700000.0,625200000.0,4606800000.0,2190900000.0,4558400000.0,310600000.0,440400000.0
MAWANASUG.NS,90.30999755859376,25.68,125.759,8.0,1094200000.0,4919300000.0,5931700000.0,1589200000.0,10959800000.0,6040500000.0,14431300000.0,885400000.0,865100000.0
MAXESTATES.NS,455.3500061035156,2.3,118.247,0.0,408100000.0,22784666000.0,21071607000.0,994868000.0,72460542000.0,45851128000.0,1604876000.0,103018000.0,-4521969000.0
MAXHEALTH.NS,1229.4000244140625,11.75,96.497,1.5,10758800000.0,93808700000.0,18137700000.0,15551200000.0,152144800000.0,58336100000.0,69103600000.0,15762500000.0,4937800000.0
MAXIND.NS,209.8699951171875,-30.07,83.038,0.0,-1403900000.0,3586900000.0,1652500000.0,-1305200000.0,6328500000.0,2741600000.0,1454900000.0,-1373500000.0,-1634800000.0
MAYURUNIQ.NS,538.8499755859375,35.05,219.654,5.0,1492894000.0,9555719000.0,867854000.0,2031018000.0,10546437000.0,990718000.0,8801375000.0,1623768000.0,1375362000.0
MAZDA.NS,277.25,13.41,114.636,3.6,248543000.0,2299262000.0,285557000.0,335433000.0,2646917000.0,347655000.0,1932640000.0,845618000.0,70557000.0
MAZDOCK.NS,2747.39990234375,53.69,196.834,20.65,24135100000.0,79398800000.0,198230300000.0,30660600000.0,287077200000.0,207678400000.0,114318800000.0,19448300000.0,12733400000.0
MBAPL.NS,442.75,6.56,46.184,0.5,574756000.0,4038481000.0,3509744000.0,1227113000.0,9455817000.0,5417336000.0,10591670000.0,1114635000.0,-118117000.0
MBEL.NS,459.6000061035156,13.5,61.307,0.0,770470000.0,3065340000.0,4782750000.0,1182210000.0,8492140000.0,5426800000.0,9885540000.0,1174460000.0,-67320000.0
MBLINFRA.NS,40.13999938964844,1.92,79.192,0.0,1694900000.0,9483200000.0,7948100000.0,2294400000.0,29995300000.0,20512100000.0,1283200000.0,-409500000.0,435600000.0
MCL.NS,50.4900016784668,1.73,16.763,0.0,46877334.0,457094000.0,284564000.0,52991891.0,752953000.0,295859000.0,1245947005.0,45007783.0,24277000.0
MCLEODRUSS.NS,39.04999923706055,-18.94,5.42,0.0,-1978700000.0,566400000.0,33366700000.0,-185200000.0,35943500000.0,35377100000.0,11854100000.0,-429300000.0,482800000.0
MCLOUD.NS,86.37000274658203,1.78,8.806,0.0,1026906000.0,5174676000.0,2346141000.0,1672250000.0,8889321000.0,3710632000.0,5972360000.0,1630378000.0,838746000.0
MCX.NS,8295.0,127.96,551.854,30.0,5600400000.0,18844000000.0,14225400000.0,6998500000.0,43251700000.0,24407700000.0,11126600000.0,6015600000.0,8542300000.0
MEDANTA.NS,1373.4000244140625,19.88,125.905,0.5,4814370000.0,33864100000.0,6188170000.0,7125160000.0,47662300000.0,13787230000.0,36923150000.0,6833150000.0,-241560000.0
MEDIASSIST.NS,540.7999877929688,13.36,76.845,4.0,908790000.0,5414700000.0,5042590000.0,1220860000.0,11582270000.0,6060700000.0,7233210000.0,983290000.0,922930000.0
MEDICAMEQ.NS,349.8500061035156,5.16,167.352,1.0,71082000.0,2127803000.0,781654000.0,130361000.0,2968819000.0,841016000.0,1625472000.0,67923000.0,-92671000.0
MEDICO.NS,41.84999847412109,1.25,7.528,0.0,100932000.0,624689000.0,569615000.0,143581000.0,1197993000.0,573304000.0,1486625000.0,119727000.0,17048000.0
MEDPLUS.NS,835.0,14.89,146.474,0.0,1503220000.0,17405610000.0,5765940000.0,2858750000.0,33600950000.0,16201960000.0,61360530000.0,2372600000.0,4809790000.0
MEGASTAR.NS,234.0500030517578,4.54,82.725,0.0,37927000.0,936717000.0,750660000.0,169308000.0,2361569000.0,1424852000.0,3610092000.0,166942000.0,-601365000.0
MENONBE.NS,131.0,4.84,28.321,2.0,249345000.0,1585587000.0,454328000.0,376051000.0,2305864000.0,720277000.0,2392780000.0,331081000.0,-39727000.0
MEP.NS,1.659999966621399,-16.15,-21.563,0.0,-2161122000.0,-4661296000.0,36163147000.0,-2108405000.0,32072794000.0,36739194000.0,2445570000.0,-1880681000.0,3712440000.0
METROBRAND.NS,1146.4000244140625,13.13,62.773,5.0,3506100000.0,17091100000.0,5411800000.0,5940300000.0,33344500000.0,15964800000.0,25073900000.0,4994100000.0,6101300000.0
METROPOLIS.NS,2143.5,29.48,256.944,0.0,1449683000.0,13309720000.0,2943342000.0,2094276000.0,18673402000.0,5327010000.0,13312028000.0,2059097000.0,1941345000.0
MFML.NS,29.75,7.45,92.141,0.0,79107000.0,978566000.0,780450000.0,130835000.0,1932500000.0,953935000.0,1525299000.0,-24251000.0,-308213000.0
MGEL.NS,16.6200008392334,0.71,6.115,0.01,231013000.0,2015354000.0,3328961000.0,592215000.0,5558184000.0,3542830000.0,22686374000.0,436774000.0,-478259000.0
MGL.NS,1338.5999755859375,108.25,595.294,30.0,10405700000.0,58801800000.0,18749700000.0,13836500000.0,82702100000.0,23754500000.0,72638000000.0,12179200000.0,2218300000.0
MHLXMIRU.NS,224.91000366210932,15.8,64.674,0.0,167770000.0,687269000.0,262257000.0,229929000.0,984773000.0,297504000.0,921224000.0,202993000.0,108331000.0
MHRIL.NS,353.8999938964844,6.41,38.705,0.0,1275864000.0,7804495000.0,19039698000.0,3406982000.0,106143418000.0,98256058000.0,26401690000.0,1606997000.0,2951205000.0
MICEL.NS,48.68999862670898,0.39,8.718,0.0,96943000.0,2225930000.0,782609000.0,176787000.0,3139930000.0,914000000.0,947637000.0,164388000.0,-730178000.0
MIDHANI.NS,397.0,6.34,75.533,1.5,1108374000.0,14149684000.0,6855641000.0,1862554000.0,29146531000.0,14996847000.0,10527857000.0,1545652000.0,1492735000.0
MINDACORP.NS,516.8499755859375,10.72,93.383,1.4,2554000000.0,22022000000.0,19624000000.0,3997000000.0,48831000000.0,26809000000.0,49645000000.0,3875000000.0,1943000000.0
MINDTECK.NS,210.77999877929688,9.73,81.439,1.0,286800000.0,2598900000.0,530100000.0,363900000.0,3216700000.0,617800000.0,4244200000.0,311700000.0,233200000.0
MIRCELECTR.NS,25.21999931335449,-0.09,5.444,0.0,-23000000.0,1257200000.0,3789700000.0,123000000.0,5280700000.0,4023500000.0,7466900000.0,406400000.0,299900000.0
MIRZAINT.NS,33.439998626708984,1.0,40.836,0.0,-33000000.0,5643600000.0,1327600000.0,70600000.0,7342800000.0,1699200000.0,5479400000.0,70800000.0,-183500000.0
MITCON.NS,69.55000305175781,4.0,90.626,0.0,55565000.0,1267646000.0,588096000.0,215611000.0,2862649000.0,1459024000.0,1127119000.0,201252000.0,37474000.0
MITTAL.NS,1.6699999570846558,0.05,1.073,0.0,23019000.0,576614000.0,95268000.0,29395000.0,671882000.0,95268000.0,720212000.0,19196000.0,-163255000.0
MKPL.NS,6.650000095367432,0.22,1.739,0.0,83974000.0,694658000.0,590042000.0,125560000.0,1305697000.0,611039000.0,2677060000.0,120794000.0,-183512000.0
MMFL.NS,308.5,16.73,184.601,4.0,1218620000.0,8912826000.0,7864709000.0,2255198000.0,23489682000.0,14573256000.0,15251809000.0,2028174000.0,-2211219000.0
MMP.NS,262.20001220703125,15.31,127.432,2.0,316397000.0,2889921000.0,1174035000.0,468140000.0,4350170000.0,1460249000.0,5784189000.0,384608000.0,-8894000.0
MMTC.NS,65.30000305175781,0.66,7.633,0.0,866300000.0,17021900000.0,17467600000.0,1196900000.0,34784500000.0,17762600000.0,26900000.0,-1432600000.0,-3629500000.0
MOBIKWIK.NS,228.7400054931641,-20.08,93.281,0.0,-1215290000.0,5886500000.0,7534820000.0,-922650000.0,13603710000.0,7717210000.0,11701740000.0,-756980000.0,-771870000.0
MODIRUBBER.NS,115.44000244140624,8.19,272.373,0.0,204606000.0,6875047000.0,450393000.0,238286000.0,7701521000.0,814167000.0,37910000.0,-240624000.0,-308190000.0
MODISONLTD.NS,166.75999450683594,7.61,66.751,3.5,246815000.0,2166059000.0,944463000.0,393742000.0,3192644000.0,1026585000.0,4902408000.0,371863000.0,-315680000.0
MODTHREAD.NS,49.619998931884766,0.97,38.17,0.0,33693000.0,1327207000.0,889080000.0,59903000.0,2256295000.0,929088000.0,2600448000.0,-38598000.0,-163666000.0
MOHITIND.NS,35.22999954223633,-1.71,124.657,0.0,-24272000.0,1760159000.0,613889000.0,1794000.0,2419739000.0,659580000.0,1123958000.0,-16653000.0,-57390000.0
MOIL.NS,330.6499938964844,13.82,129.556,6.57,3816371000.0,26378984000.0,4396386000.0,3754063000.0,32113542000.0,5734558000.0,15849409000.0,3754063000.0,1123440000.0
MOKSH.NS,13.56999969482422,1.25,9.504,0.0,62529000.0,572502000.0,480048000.0,137781000.0,1072024000.0,499522000.0,4492011000.0,120201000.0,-184133000.0
MOL.NS,86.45999908447266,0.74,59.582,0.0,-106008000.0,15152575000.0,12035987000.0,556771000.0,30854089000.0,15701514000.0,20564432000.0,414138000.0,-226880000.0
MOLDTECH.NS,156.47000122070312,2.66,41.487,3.4,121678000.0,1177092000.0,146997000.0,170147000.0,1374185000.0,197093000.0,1458490000.0,129970000.0,201667000.0
MOLDTKPAC.NS,802.0,20.02,192.137,4.0,605523000.0,6378952000.0,1891812000.0,951735000.0,9369047000.0,2990095000.0,7813196000.0,929282000.0,-334473000.0
MONARCH.NS,333.8999938964844,19.69,101.553,0.5,1492660000.0,7967906000.0,3407138000.0,2103271000.0,12355046000.0,4387140000.0,1957166000.0,785867000.0,135198000.0
MONTECARLO.NS,594.5999755859375,37.69,402.501,20.0,811700000.0,8340400000.0,6332300000.0,1615000000.0,17155100000.0,8814700000.0,11004100000.0,1263300000.0,347500000.0
MORARJEE.NS,8.0,-44.94,-132.035,0.0,-1852741000.0,-2783422000.0,7015928000.0,-1089024000.0,5038214000.0,7821636000.0,1999174000.0,-732512000.0,74072000.0
MOREPENLAB.NS,48.880001068115234,1.69,19.92,0.2,1180204000.0,11562307000.0,5006536000.0,1634523000.0,17780993000.0,5911418000.0,18115758000.0,1450886000.0,-1821799000.0
MOSCHIP.NS,173.6999969482422,2.04,17.188,0.0,334645000.0,3280772000.0,780155000.0,411342000.0,4437105000.0,1156333000.0,4668419000.0,371709000.0,862660000.0
MOTHERSON.NS,99.4000015258789,3.17,33.048,1.1,38030000000.0,348803000000.0,420753000000.0,68521000000.0,928473000000.0,557188000000.0,1125409000000.0,58252000000.0,17252000000.0
MOTILALOFS.NS,959.7999877929688,45.4,184.867,8.5,25016400000.0,110793300000.0,173382600000.0,44794900000.0,339871000000.0,228563300000.0,64418000000.0,25499200000.0,10309500000.0
